Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Origo,2018,2005.0,—,Venture - Series Unknown,1589363.04,"Gurugram, Haryana, India","Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",Unknown,2134934.0329346796,2241792.761422084,3113722.7175818784,2407546.4891226017,2853366.1303197746,3815978.6476539457
YourOwnROOM,2018,2017.0,"Online Portals, Property Management, Rental",Seed,1125681.6,"Bengaluru, Karnataka, India","Good quality, strategically located homes closer to work for millennials",Unknown,1397345.873732042,1605117.4980760808,2187617.079847063,2298623.8706145324,2043821.96595423,2267544.9238927644
Vahdam Teas,2018,2018.0,"E-Commerce, Food and Beverage, Tea",Series B,1207895.12,"New New Delhi, New Delhi, India",Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,Unknown,1360004.9020573644,2057768.2452199878,2172912.344741371,2167623.817526096,2150039.575777072,2698341.7180524375
Spoofin,2018,2013.0,"Music, Social Network, Video",Venture - Series Unknown,1447478.06,"New New Delhi, New Delhi, India",A social networking app that lets you create and view Spoofs of your favourite videos.,Unknown,2096459.4569631105,2660145.3477476956,2305626.050909608,2402683.845283951,3158627.3783843582,3085833.8336492497
Strom Motors,2018,2012.0,Automotive,Angel,898575.55,"Mumbai, Maharashtra, India",Strom Motors is a smart urban mobility Company.,Unknown,1131135.3422275723,1425912.9600589287,1585524.870620119,1561764.9929472331,1550212.2562811188,1631095.2144691437
PharmEasy,2018,2013.0,"Health Care, Pharmaceutical, Wellness",Series C,839919.0,"Mumbai, Maharashtra, India",PharmEasy - Indias largest healthcare delivery platform,Unknown,975745.331195775,1514634.5446286837,1521613.505635034,1727504.732585724,1651243.2761028341,2071594.5850825715
Licious,2018,2011.0,"Delivery Service, Food and Beverage, Food Delivery",Series C,1069282.04,"Bengaluru, Karnataka, India","Licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",Unknown,1136776.5987486935,1620227.4367097444,1953010.7728892942,1878792.0428435833,1725906.1084366282,2160540.409999795
Stanza Living,2018,2018.0,"Hospitality, Information Technology, Travel Accommodations",Venture - Series Unknown,969687.08,"New New Delhi, New Delhi, India",Stanza Living is a co-living platform created for students moving to a new place.,Unknown,1311825.377264814,1539810.664407783,1372594.8131878132,1528140.1813904892,1651943.0352021763,2088496.2477253338
docturnal,2018,2015.0,"Biotechnology, Diabetes, Health Care",Seed,851724.11,"Hyderabad, Andhra Pradesh, India","Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",Unknown,934108.4335992387,1585239.5591122613,1255416.8793010805,1323332.6909378394,1719718.876005598,1584627.6555507758
Bounce (Metro Bikes),2018,2016.0,"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",Debt Financing,1098620.64,"Bengaluru, Karnataka, India","Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",Unknown,1841249.5128680544,1690785.9999522208,1811023.5214042405,2053844.5241167175,2126061.4343148377,2264216.4271167037
Technology 9 Labs (T9L),2018,2015.0,Information Technology,Corporate Round,1856876.49,"New New Delhi, New Delhi, India",Technology 9 Labs is an Information Technology and Services company.,Unknown,2714840.144412898,3459793.213924903,3434766.947367269,3073366.2710977327,3122787.728104456,4361674.932035377
Goals101,2018,2016.0,Financial Services,Seed,710734.9,"New Delhi, New Delhi, India",Goals101 is a one of the fastest growing big-data platforms.,Unknown,916094.6887844494,1223789.5821284584,1365215.248229459,1081605.9152058635,1535457.7561885915,1766196.4631300685
Satya MicroCapital,2018,2014.0,"Finance, Financial Exchanges, Financial Services, Micro Lending",Venture - Series Unknown,1809041.12,"New New Delhi, New Delhi, India",New Delhi-based non-banking financial company.,Unknown,2672675.3639149466,2398862.9717583926,3150415.0534776337,3298400.372247749,3661329.40635716,3482993.1648929147
Ummeed Housing Finance Private Limited,2018,2019.0,"Finance, Financial Services",Series C,1063175.16,"Haryana, Haryana, India",Ummeed Housing Finance Private Limited,Unknown,1540797.1449876053,1550355.1069425019,1581765.1191930822,1978981.6236480596,1842593.3991010634,2541024.6540596844
StockEdge,2018,2012.0,"Analytics, Apps, Market Research",Seed,1808550.97,"Kolkata, West Bengal, India","StockEdge is a unique platform, which is 100% focused on research and analytics",Unknown,2145664.1632427704,2926764.57281174,2723260.7157322005,3599288.8454643325,3444469.259722143,3616584.859455638
Sequretek,2018,2016.0,—,Venture - Series Unknown,1293438.85,"Mumbai, Maharashtra, India",Sequretek is a cyber security start-up.,Unknown,1918842.4659809198,1696959.7310184406,1912305.8371656162,2710299.19913737,2618648.580245108,2747183.621687974
Avenues Payments India Pvt. Ltd.,2018,2018.0,—,Corporate Round,622013.01,"Mumbai, Maharashtra, India",Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,Unknown,803665.8524121713,853108.2112488085,1035083.8806251566,1304690.3402668345,1153958.5612209043,1155525.817984662
Qbera,2018,2018.0,"Finance, Financial Services",Venture - Series Unknown,1259886.3,"Bengaluru, Karnataka, India",Qbera is a managed marketplace for unsecured personal loans.,Unknown,1983208.083023899,2202340.18556891,2036822.329033554,2611657.1024126443,2227395.6682082443,2778044.0038059894
Urban Ladder,2018,2010.0,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",Debt Financing,850824.03,"Bengaluru, Karnataka, India",Urban Ladder is a Bangalore-based online furniture company.,Unknown,1365402.3606839972,1259892.9354780437,1429757.9161286461,1656528.5392063733,1864216.8096409058,1929873.7177441358
Planet11 eCommerce Solutions India (Avenue11),2018,2007.0,—,Corporate Round,1509976.43,"Bengaluru, Karnataka, India","Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",Unknown,2263124.686472897,2436873.9401244465,2553340.5645769197,2313910.5030751387,3238547.867020697,3452186.22015748
DailyNinja,2018,2017.0,"Apps, Mobile, Mobile Apps, Software",Series A,1887828.3,"Bengaluru, Karnataka, India","Daily Ninja, a mobile app that delivers daily needs on a subscription model",Unknown,2722057.1967580644,3447550.0966022452,3276740.207677789,2946888.3540006108,3044401.973147247,3993583.8798521254
Knocksense,2018,2016.0,"News, Publishing, Social Media",Seed,1948469.55,"Lucknow, Uttar Pradesh, India",Knocksense is a fast growing lifestyle website.,Unknown,2045208.9245818586,3104580.0960086295,2760245.884914954,3146523.992344525,3596142.763843866,4726784.136527927
Togedr,2018,2011.0,—,Venture - Series Unknown,1813229.89,"Gurugram, Haryana, India",Togedr is an activity discovery & booking platform.,Unknown,1999462.9577141998,2969006.590121751,2675489.5197559004,3258781.4945472507,3309585.877290608,3367640.713340772
Parkwheels,2018,2015.0,"Industrial, Industrial Automation",Seed,1295946.13,"Haryana, Haryana, India","Parkwheels aims at solving the big, bad & unsexy parking problems of India.",Unknown,1689544.1204633065,1688985.0615764274,1940139.8065080578,2453153.0139295124,2344319.7026250786,2554973.352739966
ShareChat,2018,1973.0,"Internet, Mobile Apps, Social Network",Series C,1671030.89,"Bengaluru, Karnataka, India",ShareChat is a social networking and regional content platform for the fast growing Internet users in India.,Unknown,2126957.1460548136,2930065.7658468983,3112808.3892718977,3326445.5303059635,2959046.8353516203,3825540.895341267
Cyclops Medtech,2018,2020.0,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",Seed,533655.41,"Bengaluru, Karnataka, India",Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,Unknown,828065.1075025981,697882.8264421219,1004333.8646613436,964973.3772146995,1056019.524606196,1157501.1575386699
Livspace,2018,2011.0,"E-Commerce, Furniture, Interior Design",Series C,1714457.25,"Bengaluru, Karnataka, India","Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",Unknown,2834321.9678644664,2607429.5076604355,2720452.802398925,2977059.3245456098,2748779.283145944,4024576.970883752
NewsBytes,2018,2018.0,"Apps, Events, News",Seed,1654333.02,"Gurugram, Haryana, India",NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,Unknown,1703560.6569678506,2954342.291465649,2700723.590842129,2793720.026866706,3338280.6225655084,3467675.6520410357
Leena AI,2018,2015.0,"Artificial Intelligence, Human Resources, Information Services, Information Technology",Seed,1538665.22,"Gurugram, Haryana, India",Leena is smart AI powered HR companion dedicated towards engaging employees.,Unknown,2324476.2254016474,2234229.9297309862,2346153.952974554,2624512.8180278293,2883632.7686164156,2795625.889279453
Max Healthcare,2018,2018.0,"Health Care, Hospital, Supply Chain Management",Corporate Round,745298.83,"New New Delhi, New Delhi, India",Max Healthcare is one of the leading chain of hospitals in India.,Unknown,1204194.1125287309,1058541.5232544167,1069655.6304763982,1234660.296361749,1245708.2462567685,1456775.8095078373
GoBolt,2018,2008.0,"Logistics, Railroad, Transportation",Venture - Series Unknown,1744717.31,"New New Delhi, New Delhi, India",Delhi-based logistics technology.,Unknown,2189370.766770158,2278497.7084649266,2715076.843961136,2697633.0473127584,3063208.421809256,3479195.44993533
GoGaga,2018,2018.0,"Dating, Private Social Networking",Non-equity Assistance,760528.94,"Bengaluru, Karnataka, India",GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,Unknown,980230.0116576012,1198359.167931717,1172848.379464517,1196700.7679944918,1256392.6637791146,1541861.7983158978
Mate Labs,2018,2012.0,"Artificial Intelligence, Machine Learning, PaaS",Seed,792856.61,"Bengaluru, Karnataka, India",Mate Labs is a machine learning solutions platform for beginners.,Unknown,1309285.211989233,1087298.4154540848,1250672.0246573696,1330831.1919234002,1479816.8964130331,1439136.096940237
Furlenco,2018,2018.0,"Consumer, Furniture, Home Decor, Home Improvement",Series C,707423.11,"Bengaluru, Karnataka, India",Furlenco is a Bangalore-based company that offers a home furniture subscription program.,Unknown,764415.708498891,1329789.7705404037,1185893.333837545,1089734.0849455995,1532259.7760852722,1698786.8940658136
Ola,2018,2015.0,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Venture - Series Unknown,1826178.75,"Kormangala, Karnataka, India",Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India.,Unknown,2769596.8316176035,3348278.6099966513,2914978.4831456407,2850555.8529501036,3484687.1119181653,4178595.0670216437
DocPrime,2018,2011.0,"Health Care, Health Insurance",Funding Round,1293817.62,"Haryana, Haryana, India",DocPrime offers a one-stop healthcare solution right at the comfort of patients' homes.,Unknown,1567296.579806637,1792841.1403926315,2456306.496353034,2374997.2709597396,2800519.579950898,3099129.5274033053
CLP India Pvt. Ltd.,2018,2012.0,"Energy, Natural Resources",Private Equity,1316260.94,"Mumbai, Maharashtra, India",CLP India Pvt. Ltd. is a foreign investor in the Indian power sector.,Unknown,1892601.8758359475,2006401.128860295,2025573.2373580476,2447445.559662939,2877917.205891769,2785458.686338768
Xplorabox,2018,2012.0,"E-Commerce, Education, Health Care",Seed,1859364.24,"Noida, Uttar Pradesh, India",Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,Unknown,1978546.3671328088,2672148.8158255834,3595694.4359212657,3013440.5034021246,3968849.2198684406,3823167.304601085
Myra,2018,2008.0,"Apps, Health Care, Pharmaceutical",Venture - Series Unknown,994117.12,"Bengaluru, Karnataka, India",Myra is a unique solution of technology and operations that makes buying medicines fast and efficient.,Unknown,1144977.697444664,1392909.5823308593,1464941.2426919967,1783773.6035846395,1724312.0337200572,2392965.473189977
Vokal,2018,2016.0,"Internet, Knowledge Management",Series A,1402500.39,"Bengaluru, Karnataka, India",India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,Unknown,1589854.4161992741,2404036.130173853,2015535.9176692616,2750797.676305206,2608632.7248691176,2670684.028817569
Kissht,2018,2015.0,"Credit, Finance, FinTech, Lending, Sales Automation",Series C,1898315.64,"Mumbai, Maharashtra, India","Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sales",Unknown,1922382.7443695602,2829447.8267068514,3175230.1594687602,3722605.336622144,3882425.3899614057,3803639.7823001132
Upwards Fintech,2018,2019.0,"Banking, Financial Services, Internet",Series A,1140735.51,"Mumbai, Maharashtra, India",Upwards Fintech financial company.,Unknown,1859110.585769172,1706119.6899510473,1615143.836097908,1932673.751887578,1878398.6043648685,2695507.218445633
Bon(Bonfleet Solutions),2018,2016.0,"Financial Services, FinTech",Seed,847719.62,"Pune, Maharashtra, India","Bon, a Pune-based FinTech firm was created to bring financial services to the gig-economy workforce.",Unknown,1017972.2333643766,1419428.2739808802,1549538.4973310921,1336460.5505497283,1672440.7831755509,1739264.7047682996
Mamaearth,2018,2018.0,"E-Commerce, Health Care, Retail",Series A,514261.81,"Gurugram, Haryana, India",Mamaearth is an online retailer specializing in baby and toddler products.,Unknown,563679.840267947,819316.9577550977,998807.1487578388,966176.4545633207,829703.8773269547,1064662.09182282
BabyChakra,2018,2008.0,"Child Care, Information Technology",Series B,1522800.33,"Mumbai, Maharashtra, India",BabyChakra is India's largest & most loved platform to discover the right maternity and childcare.,Unknown,2029307.954118591,2774579.555509606,2308188.991917355,2545275.5491575664,2560912.5759323332,3789566.1552830543
