Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Revenue,Location,About Company,Investors
Neobank Jupiter,2021,2015.0,Banking,Series C,1011764.71,2234339.0333669600,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,"Tiger Global, Sequoia Capital"
Skippi Ice Pops,2021,2017.0,Food Production,Unknown,1529.41,3416.6639487945600,Hyderabad,India's First Icepops Brand,Shark Tank India
Glii,2021,2018.0,Dating,Seed,10000.0,23665.421442129400,Noida,India’s finest dating companionship application,We Founder Circle
GlobalBees,2021,2020.0,E-commerce,Series B,1305882.35,5983503.765131480,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,"Premji Invest, Steadview Capital"
Mamaearth,2021,2020.0,"Health, Wellness & Fitness",Unknown,435294.12,1681793.1204066500,Gurugram,Baby and mother care brand,Sequoia
SecureNow,2021,2015.0,Insurance,Series B,70588.24,330246.023984753,Gurugram,SecureNow is an award winning tech-enabled insurance intermediary.,Apis Insurtech Fund I
Vendor Infra,2021,2021.0,Construction,Unknown,3117.65,12458.824726643300,Gurugram,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities","SK Tripathi, Sanjeev Gupta"
Hakuna Matata,2021,2012.0,Information Technology & Services,Unknown,11764.71,39613.72555338330,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,Hardcastle Petrofer
OneCard,2021,2017.0,Financial Services,Unknown,894117.65,3665843.732089910,Pune,"India's finest and smartest metal credit card, reimagined for the mobile generation.","Ocean View Investment, QED Fund"
Doubtnut,2021,2018.0,EdTech,Series B,352941.18,1364609.4429584600,Gurugram,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.","Omidyar Network, Tencent Holdings"
Hubhopper,2021,2016.0,Podcast,Unknown,323398839173535.44,1461910574717603.5,New Delhi,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms","ITI Growth Opportunities Fund, Unit-E Ventures"
Infra.Market,2021,2017.0,Construction,Series C,1176470.59,3338886.46419999,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"InnoVen Capital, Nexus Venture Partners"
Comofi Medtech,2021,2016.0,HeathTech,Unknown,2352.94,3936.846754446450,Bengaluru,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",CIIE.CO
Battery Smart,2021,2010.0,Battery,Seed,323398839173535.44,1125352582028753.5,New Delhi,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,Orios Venture Partners
Kutuki,2021,2018.0,EdTech,Seed,23529.41,108508.47472577700,Bengaluru,Kutuki is a learning platform focused on children between the ages of three and seven.,Omidyar Network India
Onelife,2021,2020.0,Healthcare,Unknown,323398839173535.44,932374953443469.4,Mumbai,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Wipro venture capital arm
Eupheus,2021,2020.0,EdTech,Series B,47058.82,190606.191474046,New Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Yuj Ventures, Sixth Sense Ventures"
KreditBee,2021,2013.0,FinTech,Series C,882352.94,2341779.578849600,Bengaluru,KreditBee is an Instant Personal Loan Platform for Young Professionals.,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital"
Pencil,2021,2018.0,Content publishing,Pre-series A,11764.71,37074.99312708340,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,"Inflection Point Ventures, SucSEED Venture Partners"
Aisle,2021,2018.0,Dating,Pre-series A,323398839173535.44,836932910097477.8,Bengaluru,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,"Anas Rahman Junaid, Vinod Jose"
Marquee Equity,2021,2014.0,FinTech,Unknown,44705.88,127097.60305644700,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,"Capital One, Arrowroot Capital"
UptimeAI,2021,2013.0,AI startup,Seed,17647.06,39349.21923532590,Bengaluru,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",YourNest Venture Capital
WizKlub,2021,2017.0,EdTech,Pre-series A,9411.76,46442.95496433960,Bengaluru,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Incubate Fund India
Zolve,2021,2019.0,FinTech,Seed,176470.59,648516.6846823340,Bengaluru,Zolve Innovations operates as a neo-banking startup.,"Kunal Shah, Greg Kidd"
MediBuddy,2021,2017.0,EdTech,Debt,35294.12,68686.59832262600,Bengaluru,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.","InnoVen Capital, TEAMFund"
Pariksha,2021,2019.0,EdTech,Pre-series A,23529.41,43729.24591529620,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Venture Catalysts, 9Unicorns Accelerator Fund"
Express Stores,2021,2012.0,E-commerce,Seed,11764.71,53950.59604022330,Gurugram,Express Stores is a retail and omnichannel startup company,"Venture Highway, Rohit Bansal"
Avataar Ventures,2021,2020.0,FinTech,Unknown,1176470.59,5038835.372300570,Bengaluru,Avataar Venture Partners is a growth Capital Investment Firm.,Unknown
Zingbus,2021,2016.0,Transportation,Pre-series A,323398839173535.44,971670201733888.5,Haryana,Zingbus is an emerging brand in the intercity bus services.,"Venture Catalysts, 9Unicorns Accelerator Fund"
Phable,2021,2008.0,HealthTech,Series A,141176.47,238605.4241853490,Bengaluru,Mobile App for Patients and Doctors,"Fresco Capital, Social Starts"
Codingal,2021,2020.0,EdTech,Unknown,323398839173535.44,1120057284292556.1,Bengaluru,Coding education platform for K-12 students,"Y Combinator, Rebright Partners"
Supply6,2021,2008.0,Helathcare,Seed,1176.47,2896.9899270331500,Bengaluru,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rohit Goutamchand, India CXO Fund"
Swajal,2021,2019.0,Water purification,Pre-series A,18823.53,82297.84675593760,Gurugram,Swajal uses clean solar energy to purify drinking water at an affordable rate.,"Rajasthan Venture Capital Fund, ACPL Exports"
BharatPe,2021,2019.0,FinTech,Series D,1176470.59,5409932.933074290,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Amplo, Insight Partners"
Filo,2021,2016.0,EdTech,Pre-seed,3058.82,7445.468481611500,New Delhi,Instant learning platform for students while self study.,Better Capital
Method & Madness,2021,2017.0,Real Estate,Seed,23529.41,97117.47739679840,Mumbai,Method & Madness Technology operates as a real-estate tech company.,Justin Mateen
EduFund,2021,2017.0,FinTech,Pre-seed,3529.41,10539.897444202700,Gujarat,Changing the way Indians evaluate and plan higher education,View Trade Holding Corp
Pepperfry,2021,2020.0,E-commerce,Debt,352941.18,1643496.197974880,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,"InnoVen Capital, Bertelsmann India Investments"
Zingavita,2021,2019.0,HealthTech,Unknown,4705.88,14564.537820364200,Chandigarh,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",Anicut Angel Fund
Hypd Store,2021,2019.0,Content commerce,Pre-seed,323398839173535.44,956418003162092.8,New Delhi,"A shop worthy content platform, personalized!",ScoopWhoop
VerSe Innovation,2021,2020.0,Innovation Management,Series H,11764705.88,36180638.38775350,Bengaluru,Owner of Dailyhunt App and I-Pay,"Canaan Valley Capital, Glade Brook Capital Partners"
Supersourcing,2021,2019.0,Software company,Seed,2352.94,7387.149175059890,Indore,Build your next app or website with our exclusive network of certified IT companies.,"Vijay Shekhar Sharma, Dr Ritesh Malik"
AutomataPi,2021,2021.0,Automation,Seed,4705.88,14130.462883820200,Powai,AutomataPi is a next generation cognitive business process automation engine.,Indian Angel Network
Newton School,2021,2015.0,EdTech,Series A,58823.53,153781.79074962400,Bengaluru,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"RTP Global, Harshil Mathur"
TenderCuts,2021,2017.0,Food Industry,Unknown,176470.59,334946.53685253800,Chennai,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.","Paragon Partners, NABVENTURES"
Siply,2021,2018.0,FinTech,Seed,11764.71,22681.18449021640,Bengaluru,Siply Services operates as a micro-savings platform.,Inflection Point Ventures
SarvaGram,2021,2019.0,FinTech,Series B,117647.06,466073.18589012600,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,Elevation Capital
Unlu,2021,2019.0,Celebrity Engagement,Seed,11764.71,28742.829805090800,Gurugram,Personalised Video Shoutout from top celebrities,EXPERT DOJO
GlobalFair,2021,2020.0,Trading platform,Seed,23529.41,87971.66859324150,Gurugram,One-stop solution for all your procurement needs,"Saama Capital, India Quotient"
Eduvanz,2021,2016.0,FinTech,Debt,117647.06,251195.36289828700,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","InCred Financial Services, Vivriti Capital, Northern Arc Capital"
OwO,2021,2016.0,E-commerce,Unknown,2352.94,10101.223143486500,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",ah! Ventures
Progcap,2021,2020.0,FinTech,Debt,11764.71,31694.71940149110,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Somak Ghosh, M V Nair"
ABL Workspaces,2021,2015.0,Hospitality,Pre-series A,7058.82,34369.4539823596,New Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,Wurk
Nazara Technologies,2021,2018.0,Gaming,Unknown,117647.06,269950.4796169170,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.","Plutus Wealth Management, Turtle Entertainment"
Scentials,2021,2012.0,Personal Care,Unknown,70588.24,191259.59195601300,Mumbai,Scentials is building a unique beauty brands studio platform,"Ambiga Subramanian, Goutham Ekollu"
SplashLearn,2021,2014.0,EdTech,Series C,211764.71,657940.311223336,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Accel, Owl Ventures"
Maya,2021,2016.0,HealthTech,Seed,25882.35,70925.10038794830,Bengaluru,Maya enables women to keep track of their health via a mobile application.,Rajan Anadan
GoTo,2021,2015.0,Transportation,Unknown,1764.71,4143.192067640270,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,Jesse Lucas
MediBuddy,2021,2020.0,HealthTech,Series B,470588.24,1095891.4775769400,Bengaluru,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,"IDFC Private Equity, Bessemer Venture Partners"
Zetwerk,2021,2020.0,E-commerce,Series D,1411764.71,5158472.272043970,Bengaluru,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Sequoia Capital India, Accel"
Remedico,2021,2018.0,Healthcare,Unknown,5882.35,21909.318734337800,Hyderabad,Remedico is a Mobile healthcare,"Venture Catalysts, Tahseen Consulting"
PrepBytes,2021,1998.0,EdTech,Unknown,323398839173535.44,545022810592034.6,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,Equanimity Ventures
SATYA MicroCapital,2021,2015.0,FinTech,Unknown,235294.12,611898.7513676740,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,"BlueOrchard Finance S A, Gojo & Company"
YourPhysio,2021,2019.0,HealthTech,Pre-seed,4117.65,11236.526851871200,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,"Better Capital, Titan Capital"
Aviom Housing Finance,2021,2019.0,FinTech,Debt,11764.71,19997.281147233600,New Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Gojo & Company
Hemp Horizons,2021,2016.0,Cannabis startup,Seed,2352.94,8629.80343156151,Noida,Cannabis and Hemp company,Mumbai Angels
MPL,2021,2015.0,Gaming,Unknown,1117647.06,3744862.4746662600,Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Pegasus Tech Ventures, Base Partners"
Koo,2021,2020.0,Blogging,Series A,48235.29,235241.9079892410,Bengaluru,Koo App operates as a microblogging app.,"3one4 Capital, Accel"
InnerHour,2021,2019.0,Healthcare,Series A,61176.47,115072.83814112200,Mumbai,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,"Hitesh Oberoi, Lightbox"
Origo,2021,2019.0,AgriTech,Debt,117647.06,289927.746433983,Gurugram,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",YES Bank
ExMyB,2021,2020.0,Consulting,Seed,323398839173535.44,905465222025665.6,Gurugram,ExMyB provides financial service and consulting services.,Campus Fund
